Date/Time,Swimming Distance (yd),Source
2022-01-06 09:28:53,1.56,Alan’s Apple Watch
2022-01-06 09:28:54,1.56,Alan’s Apple Watch
2022-01-06 09:28:55,0.54,Alan’s Apple Watch
2022-01-06 09:29:33,1.1,Alan’s Apple Watch
2022-01-06 09:29:34,1.47,Alan’s Apple Watch
2022-01-06 09:29:35,1.47,Alan’s Apple Watch
2022-01-06 09:29:36,1.47,Alan’s Apple Watch
2022-01-06 09:29:37,1.47,Alan’s Apple Watch
2022-01-06 09:29:38,1.47,Alan’s Apple Watch
2022-01-06 09:29:39,1.47,Alan’s Apple Watch
2022-01-06 09:29:40,1.47,Alan’s Apple Watch
2022-01-06 09:29:41,1.47,Alan’s Apple Watch
2022-01-06 09:29:42,1.47,Alan’s Apple Watch
2022-01-06 09:29:43,1.47,Alan’s Apple Watch
2022-01-06 09:29:44,1.47,Alan’s Apple Watch
2022-01-06 09:29:45,1.47,Alan’s Apple Watch
2022-01-06 09:29:46,1.47,Alan’s Apple Watch
2022-01-06 09:29:47,1.47,Alan’s Apple Watch
2022-01-06 09:29:48,1.47,Alan’s Apple Watch
2022-01-06 09:29:49,1.47,Alan’s Apple Watch
2022-01-06 09:29:50,0.391,Alan’s Apple Watch
2022-01-06 09:30:07,0.897,Alan’s Apple Watch
2022-01-06 09:30:08,2.61,Alan’s Apple Watch
2022-01-06 09:30:09,2.61,Alan’s Apple Watch
2022-01-06 09:30:10,2.61,Alan’s Apple Watch
2022-01-06 09:30:11,2.61,Alan’s Apple Watch
2022-01-06 09:30:12,2.61,Alan’s Apple Watch
2022-01-06 09:30:13,2.61,Alan’s Apple Watch
2022-01-06 09:30:14,2.61,Alan’s Apple Watch
2022-01-06 09:30:15,2.61,Alan’s Apple Watch
2022-01-06 09:30:16,2.61,Alan’s Apple Watch
2022-01-06 09:30:17,0.637,Alan’s Apple Watch
2022-01-06 09:34:16,0.128,Alan’s Apple Watch
2022-01-06 09:34:17,0.95,Alan’s Apple Watch
2022-01-06 09:34:18,0.95,Alan’s Apple Watch
2022-01-06 09:34:19,0.95,Alan’s Apple Watch
2022-01-06 09:34:20,0.95,Alan’s Apple Watch
2022-01-06 09:34:21,0.95,Alan’s Apple Watch
2022-01-06 09:34:22,0.95,Alan’s Apple Watch
2022-01-06 09:34:23,0.95,Alan’s Apple Watch
2022-01-06 09:34:24,0.95,Alan’s Apple Watch
2022-01-06 09:34:25,0.95,Alan’s Apple Watch
2022-01-06 09:34:26,0.95,Alan’s Apple Watch
2022-01-06 09:34:27,0.95,Alan’s Apple Watch
2022-01-06 09:34:28,0.95,Alan’s Apple Watch
2022-01-06 09:34:29,0.95,Alan’s Apple Watch
2022-01-06 09:34:30,0.95,Alan’s Apple Watch
2022-01-06 09:34:31,0.95,Alan’s Apple Watch
2022-01-06 09:34:32,0.95,Alan’s Apple Watch
2022-01-06 09:34:33,0.95,Alan’s Apple Watch
2022-01-06 09:34:34,0.95,Alan’s Apple Watch
2022-01-06 09:34:35,0.95,Alan’s Apple Watch
2022-01-06 09:34:36,0.95,Alan’s Apple Watch
2022-01-06 09:34:37,0.95,Alan’s Apple Watch
2022-01-06 09:34:38,0.95,Alan’s Apple Watch
2022-01-06 09:34:39,0.95,Alan’s Apple Watch
2022-01-06 09:34:40,0.95,Alan’s Apple Watch
2022-01-06 09:34:41,0.95,Alan’s Apple Watch
2022-01-06 09:34:42,0.95,Alan’s Apple Watch
2022-01-06 09:34:43,0.162,Alan’s Apple Watch
2022-01-06 09:35:06,0.548,Alan’s Apple Watch
2022-01-06 09:35:07,0.754,Alan’s Apple Watch
2022-01-06 09:35:08,0.754,Alan’s Apple Watch
2022-01-06 09:35:09,0.754,Alan’s Apple Watch
2022-01-06 09:35:10,0.754,Alan’s Apple Watch
2022-01-06 09:35:11,0.754,Alan’s Apple Watch
2022-01-06 09:35:12,0.754,Alan’s Apple Watch
2022-01-06 09:35:13,0.754,Alan’s Apple Watch
2022-01-06 09:35:14,0.754,Alan’s Apple Watch
2022-01-06 09:35:15,0.754,Alan’s Apple Watch
2022-01-06 09:35:16,0.754,Alan’s Apple Watch
2022-01-06 09:35:17,0.754,Alan’s Apple Watch
2022-01-06 09:35:18,0.754,Alan’s Apple Watch
2022-01-06 09:35:19,0.754,Alan’s Apple Watch
2022-01-06 09:35:20,0.754,Alan’s Apple Watch
2022-01-06 09:35:21,0.754,Alan’s Apple Watch
2022-01-06 09:35:22,0.754,Alan’s Apple Watch
2022-01-06 09:35:23,0.754,Alan’s Apple Watch
2022-01-06 09:35:24,0.754,Alan’s Apple Watch
2022-01-06 09:35:25,0.754,Alan’s Apple Watch
2022-01-06 09:35:26,0.754,Alan’s Apple Watch
2022-01-06 09:35:27,0.754,Alan’s Apple Watch
2022-01-06 09:35:28,0.754,Alan’s Apple Watch
2022-01-06 09:35:29,0.754,Alan’s Apple Watch
2022-01-06 09:35:30,0.754,Alan’s Apple Watch
2022-01-06 09:35:31,0.754,Alan’s Apple Watch
2022-01-06 09:35:32,0.754,Alan’s Apple Watch
2022-01-06 09:35:33,0.754,Alan’s Apple Watch
2022-01-06 09:35:34,0.754,Alan’s Apple Watch
2022-01-06 09:35:35,0.754,Alan’s Apple Watch
2022-01-06 09:35:36,0.754,Alan’s Apple Watch
2022-01-06 09:35:37,0.754,Alan’s Apple Watch
2022-01-06 09:35:38,0.754,Alan’s Apple Watch
2022-01-06 09:35:39,0.322,Alan’s Apple Watch
2022-01-06 09:35:41,0.041,Alan’s Apple Watch
2022-01-06 09:35:42,1.23,Alan’s Apple Watch
2022-01-06 09:35:43,1.23,Alan’s Apple Watch
2022-01-06 09:35:44,1.23,Alan’s Apple Watch
2022-01-06 09:35:45,1.23,Alan’s Apple Watch
2022-01-06 09:35:46,1.23,Alan’s Apple Watch
2022-01-06 09:35:47,1.23,Alan’s Apple Watch
2022-01-06 09:35:48,1.23,Alan’s Apple Watch
2022-01-06 09:35:49,1.23,Alan’s Apple Watch
2022-01-06 09:35:50,1.23,Alan’s Apple Watch
2022-01-06 09:35:51,1.23,Alan’s Apple Watch
2022-01-06 09:35:52,1.23,Alan’s Apple Watch
2022-01-06 09:35:53,1.23,Alan’s Apple Watch
2022-01-06 09:35:54,1.23,Alan’s Apple Watch
2022-01-06 09:35:55,1.23,Alan’s Apple Watch
2022-01-06 09:35:56,1.23,Alan’s Apple Watch
2022-01-06 09:35:57,1.23,Alan’s Apple Watch
2022-01-06 09:35:58,1.23,Alan’s Apple Watch
2022-01-06 09:35:59,1.23,Alan’s Apple Watch
2022-01-06 09:36:00,1.23,Alan’s Apple Watch
2022-01-06 09:36:01,1.23,Alan’s Apple Watch
2022-01-06 09:36:02,0.379,Alan’s Apple Watch
2022-01-06 09:36:53,0.324,Alan’s Apple Watch
2022-01-06 09:36:54,0.862,Alan’s Apple Watch
2022-01-06 09:36:55,0.862,Alan’s Apple Watch
2022-01-06 09:36:56,0.862,Alan’s Apple Watch
2022-01-06 09:36:57,0.862,Alan’s Apple Watch
2022-01-06 09:36:58,0.862,Alan’s Apple Watch
2022-01-06 09:36:59,0.862,Alan’s Apple Watch
2022-01-06 09:37:00,0.862,Alan’s Apple Watch
2022-01-06 09:37:01,0.862,Alan’s Apple Watch
2022-01-06 09:37:02,0.862,Alan’s Apple Watch
2022-01-06 09:37:03,0.862,Alan’s Apple Watch
2022-01-06 09:37:04,0.862,Alan’s Apple Watch
2022-01-06 09:37:05,0.862,Alan’s Apple Watch
2022-01-06 09:37:06,0.862,Alan’s Apple Watch
2022-01-06 09:37:07,0.862,Alan’s Apple Watch
2022-01-06 09:37:08,0.862,Alan’s Apple Watch
2022-01-06 09:37:09,0.862,Alan’s Apple Watch
2022-01-06 09:37:10,0.862,Alan’s Apple Watch
2022-01-06 09:37:11,0.862,Alan’s Apple Watch
2022-01-06 09:37:12,0.862,Alan’s Apple Watch
2022-01-06 09:37:13,0.862,Alan’s Apple Watch
2022-01-06 09:37:14,0.862,Alan’s Apple Watch
2022-01-06 09:37:15,0.862,Alan’s Apple Watch
2022-01-06 09:37:16,0.862,Alan’s Apple Watch
2022-01-06 09:37:17,0.862,Alan’s Apple Watch
2022-01-06 09:37:18,0.862,Alan’s Apple Watch
2022-01-06 09:37:19,0.862,Alan’s Apple Watch
2022-01-06 09:37:20,0.862,Alan’s Apple Watch
2022-01-06 09:37:21,0.862,Alan’s Apple Watch
2022-01-06 09:37:22,0.535,Alan’s Apple Watch
2022-01-06 09:38:31,0.052,Alan’s Apple Watch
2022-01-06 09:38:32,1.2,Alan’s Apple Watch
2022-01-06 09:38:33,1.2,Alan’s Apple Watch
2022-01-06 09:38:34,1.2,Alan’s Apple Watch
2022-01-06 09:38:35,1.2,Alan’s Apple Watch
2022-01-06 09:38:36,1.2,Alan’s Apple Watch
2022-01-06 09:38:37,1.2,Alan’s Apple Watch
2022-01-06 09:38:38,1.2,Alan’s Apple Watch
2022-01-06 09:38:39,1.2,Alan’s Apple Watch
2022-01-06 09:38:40,1.2,Alan’s Apple Watch
2022-01-06 09:38:41,1.2,Alan’s Apple Watch
2022-01-06 09:38:42,1.2,Alan’s Apple Watch
2022-01-06 09:38:43,1.2,Alan’s Apple Watch
2022-01-06 09:38:44,1.2,Alan’s Apple Watch
2022-01-06 09:38:45,1.2,Alan’s Apple Watch
2022-01-06 09:38:46,1.2,Alan’s Apple Watch
2022-01-06 09:38:47,1.2,Alan’s Apple Watch
2022-01-06 09:38:48,1.2,Alan’s Apple Watch
2022-01-06 09:38:49,1.2,Alan’s Apple Watch
2022-01-06 09:38:50,1.2,Alan’s Apple Watch
2022-01-06 09:38:51,1.2,Alan’s Apple Watch
2022-01-06 09:38:52,0.889,Alan’s Apple Watch
2022-01-06 09:39:31,0.844,Alan’s Apple Watch
2022-01-06 09:39:32,1.46,Alan’s Apple Watch
2022-01-06 09:39:33,1.46,Alan’s Apple Watch
2022-01-06 09:39:34,1.46,Alan’s Apple Watch
2022-01-06 09:39:35,1.46,Alan’s Apple Watch
2022-01-06 09:39:36,1.46,Alan’s Apple Watch
2022-01-06 09:39:37,1.46,Alan’s Apple Watch
2022-01-06 09:39:38,1.46,Alan’s Apple Watch
2022-01-06 09:39:39,1.46,Alan’s Apple Watch
2022-01-06 09:39:40,1.46,Alan’s Apple Watch
2022-01-06 09:39:41,1.46,Alan’s Apple Watch
2022-01-06 09:39:42,1.46,Alan’s Apple Watch
2022-01-06 09:39:43,1.46,Alan’s Apple Watch
2022-01-06 09:39:44,1.46,Alan’s Apple Watch
2022-01-06 09:39:45,1.46,Alan’s Apple Watch
2022-01-06 09:39:46,1.46,Alan’s Apple Watch
2022-01-06 09:39:47,1.46,Alan’s Apple Watch
2022-01-06 09:39:48,0.721,Alan’s Apple Watch
2022-01-06 09:41:26,0.82,Alan’s Apple Watch
2022-01-06 09:41:27,0.946,Alan’s Apple Watch
2022-01-06 09:41:28,0.946,Alan’s Apple Watch
2022-01-06 09:41:29,0.946,Alan’s Apple Watch
2022-01-06 09:41:30,0.946,Alan’s Apple Watch
2022-01-06 09:41:31,0.946,Alan’s Apple Watch
2022-01-06 09:41:32,0.946,Alan’s Apple Watch
2022-01-06 09:41:33,0.946,Alan’s Apple Watch
2022-01-06 09:41:34,0.946,Alan’s Apple Watch
2022-01-06 09:41:35,0.946,Alan’s Apple Watch
2022-01-06 09:41:36,0.946,Alan’s Apple Watch
2022-01-06 09:41:37,0.946,Alan’s Apple Watch
2022-01-06 09:41:38,0.946,Alan’s Apple Watch
2022-01-06 09:41:39,0.946,Alan’s Apple Watch
2022-01-06 09:41:40,0.946,Alan’s Apple Watch
2022-01-06 09:41:41,0.946,Alan’s Apple Watch
2022-01-06 09:41:42,0.946,Alan’s Apple Watch
2022-01-06 09:41:43,0.946,Alan’s Apple Watch
2022-01-06 09:41:44,0.946,Alan’s Apple Watch
2022-01-06 09:41:45,0.946,Alan’s Apple Watch
2022-01-06 09:41:46,0.946,Alan’s Apple Watch
2022-01-06 09:41:47,0.946,Alan’s Apple Watch
2022-01-06 09:41:48,0.946,Alan’s Apple Watch
2022-01-06 09:41:49,0.946,Alan’s Apple Watch
2022-01-06 09:41:50,0.946,Alan’s Apple Watch
2022-01-06 09:41:51,0.946,Alan’s Apple Watch
2022-01-06 09:41:52,0.537,Alan’s Apple Watch
2022-01-06 09:42:27,0.826,Alan’s Apple Watch
2022-01-06 09:42:28,1.14,Alan’s Apple Watch
2022-01-06 09:42:29,1.14,Alan’s Apple Watch
2022-01-06 09:42:30,1.14,Alan’s Apple Watch
2022-01-06 09:42:31,1.14,Alan’s Apple Watch
2022-01-06 09:42:32,1.14,Alan’s Apple Watch
2022-01-06 09:42:33,1.14,Alan’s Apple Watch
2022-01-06 09:42:34,1.14,Alan’s Apple Watch
2022-01-06 09:42:35,1.14,Alan’s Apple Watch
2022-01-06 09:42:36,1.14,Alan’s Apple Watch
2022-01-06 09:42:37,1.14,Alan’s Apple Watch
2022-01-06 09:42:38,1.14,Alan’s Apple Watch
2022-01-06 09:42:39,1.14,Alan’s Apple Watch
2022-01-06 09:42:40,1.14,Alan’s Apple Watch
2022-01-06 09:42:41,1.14,Alan’s Apple Watch
2022-01-06 09:42:42,1.14,Alan’s Apple Watch
2022-01-06 09:42:43,1.14,Alan’s Apple Watch
2022-01-06 09:42:44,1.14,Alan’s Apple Watch
2022-01-06 09:42:45,1.14,Alan’s Apple Watch
2022-01-06 09:42:46,1.14,Alan’s Apple Watch
2022-01-06 09:42:47,1.14,Alan’s Apple Watch
2022-01-06 09:42:48,1.14,Alan’s Apple Watch
2022-01-06 09:42:49,0.199,Alan’s Apple Watch
2022-01-06 09:42:51,0.272,Alan’s Apple Watch
2022-01-06 09:42:52,0.764,Alan’s Apple Watch
2022-01-06 09:42:53,0.764,Alan’s Apple Watch
2022-01-06 09:42:54,0.764,Alan’s Apple Watch
2022-01-06 09:42:55,0.764,Alan’s Apple Watch
2022-01-06 09:42:56,0.764,Alan’s Apple Watch
2022-01-06 09:42:57,0.764,Alan’s Apple Watch
2022-01-06 09:42:58,0.764,Alan’s Apple Watch
2022-01-06 09:42:59,0.764,Alan’s Apple Watch
2022-01-06 09:43:00,0.764,Alan’s Apple Watch
2022-01-06 09:43:01,0.764,Alan’s Apple Watch
2022-01-06 09:43:02,0.764,Alan’s Apple Watch
2022-01-06 09:43:03,0.764,Alan’s Apple Watch
2022-01-06 09:43:04,0.764,Alan’s Apple Watch
2022-01-06 09:43:05,0.764,Alan’s Apple Watch
2022-01-06 09:43:06,0.764,Alan’s Apple Watch
2022-01-06 09:43:07,0.764,Alan’s Apple Watch
2022-01-06 09:43:08,0.764,Alan’s Apple Watch
2022-01-06 09:43:09,0.764,Alan’s Apple Watch
2022-01-06 09:43:10,0.764,Alan’s Apple Watch
2022-01-06 09:43:11,0.764,Alan’s Apple Watch
2022-01-06 09:43:12,0.764,Alan’s Apple Watch
2022-01-06 09:43:13,0.764,Alan’s Apple Watch
2022-01-06 09:43:14,0.764,Alan’s Apple Watch
2022-01-06 09:43:15,0.764,Alan’s Apple Watch
2022-01-06 09:43:16,0.764,Alan’s Apple Watch
2022-01-06 09:43:17,0.764,Alan’s Apple Watch
2022-01-06 09:43:18,0.764,Alan’s Apple Watch
2022-01-06 09:43:19,0.764,Alan’s Apple Watch
2022-01-06 09:43:20,0.764,Alan’s Apple Watch
2022-01-06 09:43:21,0.764,Alan’s Apple Watch
2022-01-06 09:43:22,0.764,Alan’s Apple Watch
2022-01-06 09:43:23,0.764,Alan’s Apple Watch
2022-01-06 09:43:24,0.286,Alan’s Apple Watch
2022-01-06 09:44:36,0.512,Alan’s Apple Watch
2022-01-06 09:44:37,1.85,Alan’s Apple Watch
2022-01-06 09:44:38,1.85,Alan’s Apple Watch
2022-01-06 09:44:39,1.85,Alan’s Apple Watch
2022-01-06 09:44:40,1.85,Alan’s Apple Watch
2022-01-06 09:44:41,1.85,Alan’s Apple Watch
2022-01-06 09:44:42,1.85,Alan’s Apple Watch
2022-01-06 09:44:43,1.85,Alan’s Apple Watch
2022-01-06 09:44:44,1.85,Alan’s Apple Watch
2022-01-06 09:44:45,1.85,Alan’s Apple Watch
2022-01-06 09:44:46,1.85,Alan’s Apple Watch
2022-01-06 09:44:47,1.85,Alan’s Apple Watch
2022-01-06 09:44:48,1.85,Alan’s Apple Watch
2022-01-06 09:44:49,1.85,Alan’s Apple Watch
2022-01-06 09:44:50,0.421,Alan’s Apple Watch
2022-01-06 09:45:31,0.457,Alan’s Apple Watch
2022-01-06 09:45:32,1.02,Alan’s Apple Watch
2022-01-06 09:45:33,1.02,Alan’s Apple Watch
2022-01-06 09:45:34,1.02,Alan’s Apple Watch
2022-01-06 09:45:35,1.02,Alan’s Apple Watch
2022-01-06 09:45:36,1.02,Alan’s Apple Watch
2022-01-06 09:45:37,1.02,Alan’s Apple Watch
2022-01-06 09:45:38,1.02,Alan’s Apple Watch
2022-01-06 09:45:39,1.02,Alan’s Apple Watch
2022-01-06 09:45:40,1.02,Alan’s Apple Watch
2022-01-06 09:45:41,1.02,Alan’s Apple Watch
2022-01-06 09:45:42,1.02,Alan’s Apple Watch
2022-01-06 09:45:43,1.02,Alan’s Apple Watch
2022-01-06 09:45:44,1.02,Alan’s Apple Watch
2022-01-06 09:45:45,1.02,Alan’s Apple Watch
2022-01-06 09:45:46,1.02,Alan’s Apple Watch
2022-01-06 09:45:47,1.02,Alan’s Apple Watch
2022-01-06 09:45:48,1.02,Alan’s Apple Watch
2022-01-06 09:45:49,1.02,Alan’s Apple Watch
2022-01-06 09:45:50,1.02,Alan’s Apple Watch
2022-01-06 09:45:51,1.02,Alan’s Apple Watch
2022-01-06 09:45:52,1.02,Alan’s Apple Watch
2022-01-06 09:45:53,1.02,Alan’s Apple Watch
2022-01-06 09:45:54,1.02,Alan’s Apple Watch
2022-01-06 09:45:55,1.02,Alan’s Apple Watch
2022-01-06 09:45:56,0.01,Alan’s Apple Watch
2022-01-06 09:46:07,0.07,Alan’s Apple Watch
2022-01-06 09:46:08,0.313,Alan’s Apple Watch
2022-01-06 09:46:09,0.313,Alan’s Apple Watch
2022-01-06 09:46:10,0.313,Alan’s Apple Watch
2022-01-06 09:46:11,0.313,Alan’s Apple Watch
2022-01-06 09:46:12,0.313,Alan’s Apple Watch
2022-01-06 09:46:13,0.313,Alan’s Apple Watch
2022-01-06 09:46:14,0.313,Alan’s Apple Watch
2022-01-06 09:46:15,0.313,Alan’s Apple Watch
2022-01-06 09:46:16,0.313,Alan’s Apple Watch
2022-01-06 09:46:17,0.313,Alan’s Apple Watch
2022-01-06 09:46:18,0.313,Alan’s Apple Watch
2022-01-06 09:46:19,0.313,Alan’s Apple Watch
2022-01-06 09:46:20,0.313,Alan’s Apple Watch
2022-01-06 09:46:21,0.313,Alan’s Apple Watch
2022-01-06 09:46:22,0.313,Alan’s Apple Watch
2022-01-06 09:46:23,0.313,Alan’s Apple Watch
2022-01-06 09:46:24,0.313,Alan’s Apple Watch
2022-01-06 09:46:25,0.313,Alan’s Apple Watch
2022-01-06 09:46:26,0.313,Alan’s Apple Watch
2022-01-06 09:46:27,0.313,Alan’s Apple Watch
2022-01-06 09:46:28,0.313,Alan’s Apple Watch
2022-01-06 09:46:29,0.313,Alan’s Apple Watch
2022-01-06 09:46:30,0.313,Alan’s Apple Watch
2022-01-06 09:46:31,0.313,Alan’s Apple Watch
2022-01-06 09:46:32,0.313,Alan’s Apple Watch
2022-01-06 09:46:33,0.313,Alan’s Apple Watch
2022-01-06 09:46:34,0.313,Alan’s Apple Watch
2022-01-06 09:46:35,0.313,Alan’s Apple Watch
2022-01-06 09:46:36,0.313,Alan’s Apple Watch
2022-01-06 09:46:37,0.313,Alan’s Apple Watch
2022-01-06 09:46:38,0.313,Alan’s Apple Watch
2022-01-06 09:46:39,0.313,Alan’s Apple Watch
2022-01-06 09:46:40,0.313,Alan’s Apple Watch
2022-01-06 09:46:41,0.313,Alan’s Apple Watch
2022-01-06 09:46:42,0.313,Alan’s Apple Watch
2022-01-06 09:46:43,0.313,Alan’s Apple Watch
2022-01-06 09:46:44,0.313,Alan’s Apple Watch
2022-01-06 09:46:45,0.313,Alan’s Apple Watch
2022-01-06 09:46:46,0.313,Alan’s Apple Watch
2022-01-06 09:46:47,0.313,Alan’s Apple Watch
2022-01-06 09:46:48,0.313,Alan’s Apple Watch
2022-01-06 09:46:49,0.313,Alan’s Apple Watch
2022-01-06 09:46:50,0.313,Alan’s Apple Watch
2022-01-06 09:46:51,0.313,Alan’s Apple Watch
2022-01-06 09:46:52,0.313,Alan’s Apple Watch
2022-01-06 09:46:53,0.313,Alan’s Apple Watch
2022-01-06 09:46:54,0.313,Alan’s Apple Watch
2022-01-06 09:46:55,0.313,Alan’s Apple Watch
2022-01-06 09:46:56,0.313,Alan’s Apple Watch
2022-01-06 09:46:57,0.313,Alan’s Apple Watch
2022-01-06 09:46:58,0.313,Alan’s Apple Watch
2022-01-06 09:46:59,0.313,Alan’s Apple Watch
2022-01-06 09:47:00,0.313,Alan’s Apple Watch
2022-01-06 09:47:01,0.313,Alan’s Apple Watch
2022-01-06 09:47:02,0.313,Alan’s Apple Watch
2022-01-06 09:47:03,0.313,Alan’s Apple Watch
2022-01-06 09:47:04,0.313,Alan’s Apple Watch
2022-01-06 09:47:05,0.313,Alan’s Apple Watch
2022-01-06 09:47:06,0.313,Alan’s Apple Watch
2022-01-06 09:47:07,0.313,Alan’s Apple Watch
2022-01-06 09:47:08,0.313,Alan’s Apple Watch
2022-01-06 09:47:09,0.313,Alan’s Apple Watch
2022-01-06 09:47:10,0.313,Alan’s Apple Watch
2022-01-06 09:47:11,0.313,Alan’s Apple Watch
2022-01-06 09:47:12,0.313,Alan’s Apple Watch
2022-01-06 09:47:13,0.313,Alan’s Apple Watch
2022-01-06 09:47:14,0.313,Alan’s Apple Watch
2022-01-06 09:47:15,0.313,Alan’s Apple Watch
2022-01-06 09:47:16,0.313,Alan’s Apple Watch
2022-01-06 09:47:17,0.313,Alan’s Apple Watch
2022-01-06 09:47:18,0.313,Alan’s Apple Watch
2022-01-06 09:47:19,0.313,Alan’s Apple Watch
2022-01-06 09:47:20,0.313,Alan’s Apple Watch
2022-01-06 09:47:21,0.313,Alan’s Apple Watch
2022-01-06 09:47:22,0.313,Alan’s Apple Watch
2022-01-06 09:47:23,0.313,Alan’s Apple Watch
2022-01-06 09:47:24,0.313,Alan’s Apple Watch
2022-01-06 09:47:25,0.313,Alan’s Apple Watch
2022-01-06 09:47:26,0.313,Alan’s Apple Watch
2022-01-06 09:47:27,0.224,Alan’s Apple Watch
2022-01-06 09:48:01,0.445,Alan’s Apple Watch
2022-01-06 09:48:02,1.14,Alan’s Apple Watch
2022-01-06 09:48:03,1.14,Alan’s Apple Watch
2022-01-06 09:48:04,1.14,Alan’s Apple Watch
2022-01-06 09:48:05,1.14,Alan’s Apple Watch
2022-01-06 09:48:06,1.14,Alan’s Apple Watch
2022-01-06 09:48:07,1.14,Alan’s Apple Watch
2022-01-06 09:48:08,1.14,Alan’s Apple Watch
2022-01-06 09:48:09,1.14,Alan’s Apple Watch
2022-01-06 09:48:10,1.14,Alan’s Apple Watch
2022-01-06 09:48:11,1.14,Alan’s Apple Watch
2022-01-06 09:48:12,1.14,Alan’s Apple Watch
2022-01-06 09:48:13,1.14,Alan’s Apple Watch
2022-01-06 09:48:14,1.14,Alan’s Apple Watch
2022-01-06 09:48:15,1.14,Alan’s Apple Watch
2022-01-06 09:48:16,1.14,Alan’s Apple Watch
2022-01-06 09:48:17,1.14,Alan’s Apple Watch
2022-01-06 09:48:18,1.14,Alan’s Apple Watch
2022-01-06 09:48:19,1.14,Alan’s Apple Watch
2022-01-06 09:48:20,1.14,Alan’s Apple Watch
2022-01-06 09:48:21,1.14,Alan’s Apple Watch
2022-01-06 09:48:22,1.14,Alan’s Apple Watch
2022-01-06 09:48:23,0.513,Alan’s Apple Watch
2022-01-06 09:49:39,0.344,Alan’s Apple Watch
2022-01-06 09:49:40,0.914,Alan’s Apple Watch
2022-01-06 09:49:41,0.914,Alan’s Apple Watch
2022-01-06 09:49:42,0.914,Alan’s Apple Watch
2022-01-06 09:49:43,0.914,Alan’s Apple Watch
2022-01-06 09:49:44,0.914,Alan’s Apple Watch
2022-01-06 09:49:45,0.914,Alan’s Apple Watch
2022-01-06 09:49:46,0.914,Alan’s Apple Watch
2022-01-06 09:49:47,0.914,Alan’s Apple Watch
2022-01-06 09:49:48,0.914,Alan’s Apple Watch
2022-01-06 09:49:49,0.914,Alan’s Apple Watch
2022-01-06 09:49:50,0.914,Alan’s Apple Watch
2022-01-06 09:49:51,0.914,Alan’s Apple Watch
2022-01-06 09:49:52,0.914,Alan’s Apple Watch
2022-01-06 09:49:53,0.914,Alan’s Apple Watch
2022-01-06 09:49:54,0.914,Alan’s Apple Watch
2022-01-06 09:49:55,0.914,Alan’s Apple Watch
2022-01-06 09:49:56,0.914,Alan’s Apple Watch
2022-01-06 09:49:57,0.914,Alan’s Apple Watch
2022-01-06 09:49:58,0.914,Alan’s Apple Watch
2022-01-06 09:49:59,0.914,Alan’s Apple Watch
2022-01-06 09:50:00,0.914,Alan’s Apple Watch
2022-01-06 09:50:01,0.914,Alan’s Apple Watch
2022-01-06 09:50:02,0.914,Alan’s Apple Watch
2022-01-06 09:50:03,0.914,Alan’s Apple Watch
2022-01-06 09:50:04,0.914,Alan’s Apple Watch
2022-01-06 09:50:05,0.914,Alan’s Apple Watch
2022-01-06 09:50:06,0.889,Alan’s Apple Watch
2022-01-06 09:50:12,1.03,Alan’s Apple Watch
2022-01-06 09:50:13,2.19,Alan’s Apple Watch
2022-01-06 09:50:14,2.19,Alan’s Apple Watch
2022-01-06 09:50:15,2.19,Alan’s Apple Watch
2022-01-06 09:50:16,2.19,Alan’s Apple Watch
2022-01-06 09:50:17,2.19,Alan’s Apple Watch
2022-01-06 09:50:18,2.19,Alan’s Apple Watch
2022-01-06 09:50:19,2.19,Alan’s Apple Watch
2022-01-06 09:50:20,2.19,Alan’s Apple Watch
2022-01-06 09:50:21,2.19,Alan’s Apple Watch
2022-01-06 09:50:22,2.19,Alan’s Apple Watch
2022-01-06 09:50:23,2.1,Alan’s Apple Watch
