danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Genre
0.5516,0.3758,5.9,-11.1283,1.0,0.044360000000000004,0.5268700000000001,0.06102514099999999,0.17254,0.32622999999999996,119.4262,3.9,acoustic
0.604,0.5798,5.1,-10.0265,0.7,0.06552,0.5179909999999999,0.10047045299999999,0.13893,0.7064,104.65240000000001,4.0,afrobeat
0.47640000000000005,0.7948,6.6,-6.187399999999999,0.7,0.045709999999999994,0.06895557000000001,0.162829265,0.17769000000000001,0.5157,126.3749,4.0,alt-rock
0.4957,0.825,6.1,-5.672700000000001,0.8,0.04461,0.0391607,0.005024611,0.10718999999999998,0.483,135.5125,4.0,alternative
0.43069999999999997,0.32439000000000007,2.6,-16.473200000000002,0.7,0.06866999999999998,0.4474143,0.7794,0.12191,0.15974000000000002,103.3212,3.9,ambient
0.5343,0.821,3.6,-4.3671,0.3,0.06089,0.11647500000000002,0.00275227,0.19206,0.5475999999999999,148.3612,4.0,anime
0.19603,0.7825,6.6,-7.0896,0.5,0.06208,0.071525809,0.5999500000000001,0.26467,0.15768000000000001,109.93100000000001,3.9,black-metal
0.5534,0.49899999999999994,4.2,-9.726199999999999,0.8,0.03499000000000001,0.5426,0.22684916500000005,0.1842,0.6164999999999999,131.1536,3.9,bluegrass
0.5303000000000001,0.5403300000000001,6.0,-10.928299999999998,0.9,0.054880000000000005,0.52527,0.084492119,0.21652,0.5692999999999999,131.3999,3.9,blues
0.5442,0.25797,5.1,-16.816399999999998,0.6,0.05600000000000001,0.8138,0.07327224899999998,0.21091999999999994,0.4624999999999999,105.33789999999999,3.9,bossanova
0.6194,0.49169999999999997,5.2,-10.147499999999999,0.8,0.06359000000000001,0.5063,0.026841220000000006,0.2273,0.6449,131.3637,3.8,brazil
0.6272,0.7637999999999999,5.4,-7.9799999999999995,0.6,0.08383,0.10722309999999999,0.6283,0.17720000000000002,0.5079999999999999,135.55360000000002,3.9,breakbeat
0.586,0.6908000000000001,6.2,-7.0876,0.6,0.03847,0.138272,0.006671407000000002,0.15569,0.5428,121.31300000000002,4.0,british
0.5947,0.5509999999999999,4.2,-8.769599999999999,0.9,0.052160000000000005,0.450868,4.353e-05,0.18076000000000003,0.41130000000000005,118.1019,4.0,cantopop
0.7505000000000001,0.6913000000000001,6.5,-10.8056,0.7,0.06158999999999999,0.04448099999999999,0.3425572,0.09231,0.6819,121.8957,4.0,chicago-house
0.6203000000000001,0.6569,3.6,-6.218,0.9,0.05928,0.27413400000000004,0.08561019,0.19677000000000006,0.5473,124.39880000000001,4.0,children
0.5609999999999999,0.5742,5.4,-8.4124,0.6,0.060809999999999996,0.28293199999999996,0.09198921599999998,0.1759,0.5125,121.79589999999999,4.0,chill
0.2639,0.12315000000000001,2.8,-21.878300000000003,0.7,0.038939999999999995,0.9151999999999999,0.6469043670000001,0.11266000000000001,0.15554,101.6359,3.6,classical
0.5527,0.8177999999999999,6.0,-4.501099999999999,0.3,0.07493,0.1394254,0.167702263,0.24546,0.37368999999999997,116.64169999999999,4.0,club
0.5077,0.8630000000000001,5.6,-9.1966,0.5,0.9311999999999999,0.8372999999999999,8.699999999999999e-07,0.768,0.17084000000000002,86.3253,3.3,comedy
0.6125,0.6839000000000001,5.3,-6.6462,0.9,0.03969,0.252421,1.9919999999999997e-06,0.19052999999999998,0.6586000000000001,130.7096,4.0,country
0.7098,0.8507,5.5,-5.716900000000001,0.5,0.09554999999999998,0.06407080000000001,0.29839625000000003,0.19476,0.4677999999999999,129.51430000000002,4.0,dance
0.7113000000000002,0.7064999999999999,5.8,-6.2683,0.5,0.27220999999999995,0.148263,1.77e-06,0.14271999999999999,0.7089,132.08520000000001,4.1,dancehall
0.3175,0.9469,5.0,-6.3956,0.6,0.12109,0.004345551,0.65709,0.18225,0.21278000000000002,119.35860000000002,3.9,death-metal
0.7966,0.6254000000000002,8.0,-8.566199999999998,0.3,0.06952,0.07016150000000002,0.42358900000000005,0.17589000000000005,0.49189999999999995,123.10909999999998,4.0,deep-house
0.6679,0.6433,4.0,-12.9007,0.5,0.05543,0.21114829999999998,0.794348,0.13823,0.3897,117.78239999999998,4.0,detroit-techno
0.6963999999999999,0.7453000000000001,4.9,-7.754299999999999,0.6,0.07485,0.12181389999999999,0.041220400000000004,0.22508,0.6681,113.6668,4.0,disco
0.45170000000000005,0.39521999999999996,5.3,-14.420999999999998,1.0,0.16685,0.5956,0.254612454,0.13534,0.46446000000000004,139.809,4.0,disney
0.4635999999999999,0.9365,2.7,-3.6708000000000007,0.8,0.11401999999999998,0.00199194,0.6688,0.3269000000000001,0.23617999999999997,174.5903,4.0,drum-and-bass
0.5999999999999999,0.8258999999999999,4.8,-4.817000000000001,0.3,0.12082999999999999,0.017241399999999997,0.254273849,0.25518,0.33805999999999997,125.30909999999999,4.1,dub
0.6356999999999999,0.7269,6.4,-6.0386999999999995,0.4,0.11104,0.00816241,0.361570121,0.13454000000000002,0.30600000000000005,126.4152,4.0,dubstep
0.5928,0.8162,5.9,-4.8375,0.3,0.056330000000000005,0.011149679999999999,0.195623102,0.13493000000000002,0.33521,128.0539,4.0,edm
0.6434,0.8674999999999999,6.2,-4.0353,0.2,0.07157000000000001,0.0172085,0.40129737300000007,0.30372000000000005,0.35315,123.4085,4.0,electro
0.6474,0.793,6.6,-7.434899999999999,0.2,0.11626,0.01689072,0.45616108000000005,0.13951,0.40619000000000016,127.31110000000001,4.1,electronic
0.45500000000000007,0.7418182000000001,4.1,-5.214999999999999,0.7,0.08446000000000001,0.05161469999999999,0.006142379000000001,0.20332,0.48089999999999994,136.5836,3.8,emo
0.5408,0.43226000000000003,5.4,-9.464999999999998,0.8,0.059699999999999996,0.48783999999999994,0.012098725,0.1819,0.43199999999999994,117.16080000000002,3.9,folk
0.6618999999999999,0.7413000000000001,3.2,-8.1857,0.6,0.05132,0.30139999999999995,0.113902013,0.23037999999999997,0.8504999999999999,108.6156,4.0,forro
0.6667000000000002,0.5609999999999999,3.2,-7.495599999999999,0.5,0.12725999999999998,0.37854299999999996,0.000364068,0.11725000000000001,0.6369,108.04749999999999,4.0,french
0.7519999999999999,0.7418,5.2,-9.3736,0.8,0.07399,0.15353999999999998,0.08275557,0.2096,0.7807999999999999,114.89059999999998,4.0,funk
0.5327000000000001,0.7787,4.9,-7.8408000000000015,0.8,0.07836000000000001,0.052456,0.13382185,0.33146,0.6847,139.1039,4.0,garage
0.66,0.7248,3.9,-6.1625,0.8,0.09527,0.153202,7.32e-06,0.18167,0.5961000000000001,130.2989,4.0,german
0.5683,0.6108,3.9,-7.7048000000000005,0.9,0.07398,0.259326,0.07360055,0.25995,0.4096,103.6457,4.0,gospel
0.45410000000000006,0.768,7.2,-6.2963000000000005,0.2,0.04022,0.20128829999999995,0.17863300200000004,0.21469000000000005,0.33458,124.4022,3.8,goth
0.23570000000000002,0.9731,3.8,-5.2505,0.6,0.16802,0.017393639999999995,0.5043671,0.31000999999999995,0.09836999999999999,122.05510000000001,3.7,grindcore
0.6711,0.6183000000000001,4.3,-10.7108,0.5,0.04408,0.190839,0.00060987,0.16111,0.6816,113.47260000000001,3.9,groove
0.36410000000000003,0.6613,3.7,-9.104299999999999,0.7,0.04854,0.087146862,0.19275458,0.15635000000000002,0.28347999999999995,128.27489999999997,3.6,grunge
0.4619,0.808,2.1,-6.7056,0.8,0.06874000000000001,0.13672346,0.09602069999999999,0.25850999999999996,0.4387,115.2266,4.0,guitar
0.5727,0.6201000000000001,5.3,-6.7226,0.6,0.05008999999999999,0.2734485,0.073393525,0.16748999999999997,0.5307000000000001,126.5932,3.8,happy
0.36829999999999996,0.8087,5.0,-6.3405,0.4,0.08186,0.0657969,0.016072117,0.32530000000000003,0.41600000000000004,142.50799999999998,3.9,hard-rock
0.34,0.8888,5.2,-8.420499999999999,0.6,0.09207,0.040927957,0.005641559,0.20850999999999997,0.4326600000000001,142.9417,4.0,hardcore
0.5512,0.9278000000000001,4.1,-4.9998000000000005,0.7,0.12013999999999998,0.064365,0.273396593,0.15309,0.36863999999999997,144.5084,4.0,hardstyle
0.36349999999999993,0.8938,5.4,-5.488300000000001,0.3,0.0866,0.01668489,0.144519716,0.29307000000000005,0.24987000000000004,119.35130000000001,4.0,heavy-metal
0.7624000000000001,0.6298999999999999,5.3,-5.4967999999999995,0.4,0.20712999999999998,0.1224013,1.1841e-05,0.16095,0.5035000000000001,117.9594,4.0,hip-hop
0.5758,0.24961000000000003,4.6,-12.341899999999999,0.9,0.04726,0.8793999999999998,0.054532559999999994,0.1807,0.5378000000000001,118.01110000000001,4.0,holidays
0.5343000000000001,0.6548,5.6,-7.3244,0.9,0.04032,0.38982,0.00253829,0.13242,0.6498999999999999,112.88309999999998,4.0,honky-tonk
0.6049,0.8585999999999998,4.8,-4.6625000000000005,0.7,0.0728,0.020313200000000003,0.15203217100000002,0.29944,0.38255000000000006,135.034,3.9,house
0.5028,0.6651,7.9,-11.2274,0.3,0.18756999999999996,0.256195,0.582274,0.24280000000000004,0.4277,103.4982,3.9,idm
0.6402,0.7382000000000001,4.8,-7.420100000000001,0.8,0.07985,0.31318999999999997,0.029132821000000003,0.15811999999999998,0.6855,114.63820000000001,4.0,indian
0.6459,0.6963,5.5,-7.044400000000001,1.0,0.04431999999999999,0.15686603000000002,0.007095525000000001,0.20879000000000003,0.5083000000000001,120.2846,4.0,indie
0.5095,0.7210000000000001,5.3,-6.519299999999999,0.7,0.06943,0.20670584,0.020656993,0.20103,0.38541000000000003,119.00749999999998,3.9,indie-pop
0.6639999999999999,0.7982,4.7,-8.642,0.6,0.055110000000000006,0.06252851000000001,0.45451189999999997,0.29680999999999996,0.5965,136.6225,4.0,industrial
0.5927999999999999,0.5519,5.1,-8.3349,0.2,0.05499,0.48204,0.0068397779999999995,0.22400000000000003,0.6020000000000001,111.25169999999999,4.0,iranian
0.6220000000000001,0.8767999999999999,4.6,-5.759399999999999,0.7,0.06385,0.026655818000000005,0.329213919,0.15872999999999998,0.6229300000000001,126.74060000000001,4.0,j-dance
0.5601,0.8869,5.4,-3.7292,0.8,0.05452,0.0296725,0.10604246800000001,0.23283,0.5194,133.88899999999998,4.0,j-idol
0.5418000000000001,0.7697,8.0,-4.7935,0.7,0.054110000000000005,0.133486,0.009136426999999999,0.18685,0.6128,123.12460000000002,3.8,j-pop
0.4946,0.8561,4.6,-4.3736999999999995,0.8,0.06337000000000001,0.02720282,0.15272784499999997,0.21885000000000004,0.5057999999999999,132.4406,4.0,j-rock
0.557,0.43010000000000004,5.0,-12.2952,0.3,0.05014,0.6683,0.514536722,0.12847000000000003,0.6387,103.33080000000002,3.9,jazz
0.4654,0.51,4.9,-9.826899999999998,0.8,0.049980000000000004,0.44327999999999995,0.35205274,0.11067,0.3339,126.76100000000001,3.3,k-pop
0.6848000000000001,0.3873,2.2,-9.69,0.9,0.09252999999999999,0.5683,0.063685972,0.11582999999999999,0.6038,102.63809999999998,3.9,kids
0.6409,0.6976000000000001,7.6,-5.9387,0.4,0.0826,0.2826000000000001,9.208e-06,0.13252,0.6145000000000002,109.46850000000002,3.9,latin
0.5696000000000001,0.7598,5.9,-5.426900000000001,0.8,0.09958000000000002,0.172898,0.009402349,0.16362000000000004,0.6133,122.53860000000002,3.8,latino
0.5216000000000001,0.4871,4.3,-7.7033000000000005,0.5,0.030710000000000005,0.5657000000000001,0.049924613,0.17487999999999998,0.45467,116.06280000000001,4.0,malay
