danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Genre
0.6248000000000001,0.7285,6.0,-4.0403,0.4,0.047,0.15841699999999997,0.00035564099999999996,0.10597000000000001,0.42669999999999997,125.72060000000002,3.8,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
0.7666999999999999,0.5412899999999999,6.7,-8.8577,0.6,0.21832000000000001,0.18382700000000002,0.000118307,0.13969000000000004,0.5839,125.32299999999998,3.9,[]
0.6890999999999999,0.6723,4.9,-5.6926,0.5,0.08919999999999999,0.193695,4.546e-06,0.25222,0.5024000000000001,123.22289999999998,3.6,['pop']
0.6664,0.6129999999999999,4.8,-6.3093,0.6,0.18103999999999998,0.138266,3.35e-05,0.17902999999999997,0.4054399999999999,137.9669,4.0,"['chicago rap', 'melodic rap', 'rap']"
0.7219,0.6155999999999999,6.8,-6.5009,0.5,0.07733999999999999,0.18128499999999997,3.61e-07,0.14894000000000002,0.5337000000000001,107.11280000000002,4.0,['melodic rap']
